"","fips5","totalpop","countbelow200pct","estab","Housingperpov200","Businessperest","ImpactFinanceperpov200","CommDevOtherperpov200","z_Housing","z_ImpactFinance","z_CommDevOther","z_Business","z_GlobalCapacity","popsize_bin","Housing_ptile","Housing_rank","Business_ptile","Business_rank","ImpactFinance_ptile","ImpactFinance_rank","CommDevOther_ptile","CommDevOther_rank","GlobalCapacity_ptile","GlobalCapacity_rank","CoreLogic_200pov","State","CountyName"
"25","01049",71068,33203,1016,24.0974006652832,20304.134765625,0,21.1048393249512,-0.277964115142822,-0.209443971514702,-0.284000605344772,-0.962895631790161,-0.433576077222824,2,45,216,4,376,1,380.5,46,211,3,379,NA,"Alabama","De Kalb"
"26","01051",80763,22838,1114,0,47745.9609375,4.59760046005249,34.2481155395508,-0.449287086725235,-0.207455530762672,-0.180350631475449,0.0827375650405884,-0.188588917255402,2,1,340.5,42,227,14,338,59,163,20,313,3603.30712890625,"Alabama","Elmore"
"27","01053",37935,18741,693,0,55207.79296875,334.999267578125,0,-0.449287086725235,-0.0645591542124748,-0.450436770915985,0.367060452699661,-0.149305641651154,1,1,1454,78,494,81,421,1,1561,53,1035,NA,"Alabama","Escambia"
"28","01055",103766,44448,1879,0,28697.1796875,5.06209516525269,80.1727828979492,-0.449287086725235,-0.207254648208618,0.181818693876266,-0.643090128898621,-0.279453277587891,3,1,307.5,2,321,6,308,84,55,5,313,5.06209516525269,"Alabama","Etowah"
"29","01057",16896,7921,299,0,43732.44140625,0,118.616989135742,-0.449287086725235,-0.209443971514702,0.484995871782303,-0.0701920986175537,-0.0609818212687969,1,1,1454,64,785,1,1761.5,84,353,62,836,NA,"Alabama","Fayette"
"30","01059",31634,15165,500,32.150016784668,85018,0,0,-0.220713213086128,-0.209443971514702,-0.450436770915985,1.50293755531311,0.155585899949074,1,73,597,94,146,1,1761.5,1,1561,78,477,1233.02392578125,"Alabama","Franklin"
"31","01061",26815,12388,387,0,42855.296875,28.676944732666,61.1047401428223,-0.449287086725235,-0.197041392326355,0.031445037573576,-0.103614486753941,-0.179624482989311,1,1,1454,63,815,55,979,74,580,49,1101,3125.50830078125,"Alabama","Geneva"
"32","01063",8697,5859,102,0,51598.0390625,38.8950881958008,0,-0.449287086725235,-0.192622110247612,-0.450436770915985,0.229515731334686,-0.215707555413246,1,1,1454,74,575,58,919,1,1561,45,1199,38.8950881958008,"Alabama","Greene"
"33","01065",15256,7685,185,65.7129898071289,16594.59375,142.910858154297,43.7864761352539,0.0179062243551016,-0.147636026144028,-0.105129577219486,-1.10424256324768,-0.334775477647781,1,80,437,18,1786,72,619,70,668,30,1515,142.910858154297,"Alabama","Hale"
"34","01067",17252,6707,293,0,65713.3125,0,74.7968063354492,-0.449287086725235,-0.209443971514702,0.139422878623009,0.767358899116516,0.062012679874897,1,1,1454,85,345,1,1761.5,77,498,72,619,NA,"Alabama","Henry"
"35","01069",103534,41833,2540,189.298233032227,74231.4921875,210.114761352539,43.1112632751465,0.896548330783844,-0.118570819497108,-0.110454417765141,1.09193241596222,0.43986389040947,3,91,30,75,84,61,128,61,128,87,45,4930.72607421875,"Alabama","Houston"
"36","01071",52860,22647,816,0,20604.166015625,0,31.5634746551514,-0.449287086725235,-0.209443971514702,-0.201522141695023,-0.951463341712952,-0.452929139137268,2,1,340.5,5,373,1,380.5,56,174,2,386,NA,"Alabama","Jackson"
"37","01073",659026,242691,15248,76.8331909179688,76794.7265625,121.914695739746,78.9602432250977,0.0969664454460144,-0.156716719269753,0.172256410121918,1.18960094451904,0.325526773929596,5,36,88,98,4,14,118,61,54,69,43,11421.052734375,"Alabama","Jefferson"
"38","01075",14133,7396,227,0,47088.10546875,0,65.4744186401367,-0.449287086725235,-0.209443971514702,0.0659050270915031,0.0576708875596523,-0.133788779377937,1,1,1454,68,695,1,1761.5,75,553,54,998,NA,"Alabama","Lamar"
"39","01077",92737,34768,1905,22.8965721130371,77807.3515625,2.48941206932068,84.1623229980469,-0.286501526832581,-0.208367317914963,0.213280841708183,1.22818565368652,0.236649408936501,2,44,220,84,63,11,348,86,55,77,92,2.48941206932068,"Alabama","Lauderdale"
"40","01079",33586,14047,375,25.4043560028076,101253.3359375,0,0,-0.268672198057175,-0.209443971514702,-0.450436770915985,2.12156271934509,0.298252433538437,1,71,636,97,74,1,1761.5,1,1561,86,309,NA,"Alabama","Lawrence"
"41","01081",150982,60350,2504,36.6252861022949,67275.5625,166.095642089844,4.87249946594238,-0.18889582157135,-0.137608781456947,-0.412011444568634,0.826886296272278,0.0220925621688366,3,38,203,68,106,56,145,16,277,37,209,0.395559251308441,"Alabama","Lee"
"42","01083",88805,28897,1262,3.63487553596497,82149.765625,0.920926034450531,16.8010520935059,-0.42344456911087,-0.209045678377151,-0.317940980195999,1.39364743232727,0.110804051160812,2,28,283,87,52,8,360,43,226,62,149,2614.30517578125,"Alabama","Limestone"
"43","01085",10742,5763,96,0,67520.8359375,3.47041463851929,0,-0.449287086725235,-0.20794303715229,-0.450436770915985,0.83623206615448,-0.0678587108850479,1,1,1454,86,316,42,1259,1,1561,61,853,3.47041463851929,"Alabama","Lowndes"
"44","01087",20018,9512,193,0,45974.09375,173.208786010742,23.5644454956055,-0.449287086725235,-0.134532392024994,-0.264603763818741,0.0152229955419898,-0.208300068974495,1,1,1454,67,728,74,568,63,817,46,1181,173.208786010742,"Alabama","Macon"
"45","01089",346438,101547,7662,33.8051872253418,88157.265625,238.354736328125,22.6767272949219,-0.208945602178574,-0.106357231736183,-0.2716044485569,1.62255501747131,0.258911937475204,4,22,101,95,7,47,68,10,116,67,43,18081.212890625,"Alabama","Madison"
"46","01091",20306,10231,447,0,50277.40625,25.4129600524902,31.7662010192871,-0.449287086725235,-0.198453038930893,-0.199923396110535,0.179194822907448,-0.167117178440094,1,1,1454,72,622,54,1008,65,764,50,1080,25.4129600524902,"Alabama","Marengo"
"47","01093",30387,14389,507,0,20822.484375,0,27.5710620880127,-0.449287086725235,-0.209443971514702,-0.233006939291954,-0.943144619464874,-0.458720654249191,1,1,1454,26,1599,1,1761.5,64,796,17,1812,NA,"Alabama","Marion"
"48","01095",94318,43170,1689,32.7591857910156,50654.82421875,92.6274261474609,4.08311939239502,-0.216382265090942,-0.169383257627487,-0.418236643075943,0.193575814366341,-0.152606591582298,2,52,190,47,207,52,189,32,267,26,292,10250.412109375,"Alabama","Marshall"
"49","01097",414251,165743,8068,111.906455993652,99642.90625,398.706787109375,73.9375915527344,0.3463234603405,-0.0370060987770557,0.132646963000298,2.06019949913025,0.625540971755981,4,65,45,98,3,67,43,68,41,93,10,14261.80859375,"Alabama","Mobile"
"50","01099",22217,12098,372,368.579681396484,19475.806640625,124.461975097656,0,2.17116832733154,-0.155615046620369,-0.450436770915985,-0.994457960128784,0.142664641141891,1,98,61,23,1663,70,658,1,1561,77,497,1323.21850585938,"Alabama","Monroe"
"51","01101",228138,93574,5187,54.0987396240234,94722.578125,257.499542236328,59.0978012084961,-0.0646664947271347,-0.0980772376060486,0.0156179945915937,1.87271726131439,0.431397885084152,3,48,171,95,18,68,105,73,91,86,49,12576.0048828125,"Alabama","Montgomery"
"52","01103",119786,44013,2413,49.0710945129395,93581.4375,0,35.4400787353516,-0.100411057472229,-0.209443971514702,-0.17095060646534,1.82923555374146,0.337107479572296,3,45,182,93,24,1,327,52,159,80,68,12918.8466796875,"Alabama","Morgan"
"53","01105",10038,6132,111,82.3555603027344,14981.982421875,1275.52185058594,0,0.136228308081627,0.342210203409195,-0.450436770915985,-1.16568899154663,-0.284421801567078,1,83,371,15,1852,91,207,1,1561,37,1361,19.5694713592529,"Alabama","Perry"
"54","01107",19856,10004,259,25.7771434783936,198096.53125,5371.3515625,0,-0.266021817922592,2.11362767219543,-0.450436770915985,5.81164026260376,1.80220234394073,1,71,634,100,1,99,39,1,1561,99,24,0.499800086021423,"Alabama","Pickens"
"55","01109",33155,15358,612,53.1850509643555,114202.6171875,0.651126444339752,79.6978759765625,-0.0711624547839165,-0.209162354469299,0.17807349562645,2.61497735977173,0.628181517124176,1,77,500,98,44,39,1331,78,479,94,146,0.651126444339752,"Alabama","Pike"
"56","01111",22648,9453,316,154.635040283203,29613.923828125,0.556754469871521,102.324806213379,0.65010678768158,-0.209203168749809,0.356513112783432,-0.608158886432648,0.0473144613206387,1,91,203,41,1285,39,1334,82,401,71,638,0.556754469871521,"Alabama","Randolph"
"57","01113",58302,25953,745,32.4779396057129,87712.75,0.192655950784683,0,-0.218381807208061,-0.209360644221306,-0.450436770915985,1.60561728477478,0.181859523057938,2,52,191,91,38,6,370,1,337.5,72,110,0.192655950784683,"Alabama","Russell"
"58","01115",85864,30013,1223,0,47365.49609375,106.485321044922,31.0532112121582,-0.449287086725235,-0.163389816880226,-0.205546155571938,0.0682404786348343,-0.187495648860931,2,1,340.5,42,230,54,181,56,175,21,310,5110.5458984375,"Alabama","St Clair"
"59","01117",203530,43970,4704,51.9890823364258,81600.34375,297.896575927734,16.2239856719971,-0.0796653181314468,-0.0806058049201965,-0.322491824626923,1.37271249294281,0.222487390041351,3,47,174,86,48,71,96,31,227,67,111,36111.4921875,"Alabama","Shelby"
"60","01119",13341,8260,191,0,50738.21875,0,0,-0.449287086725235,-0.209443971514702,-0.450436770915985,0.196753457188606,-0.228103592991829,1,1,1454,72,605,1,1761.5,1,1561,44,1229,NA,"Alabama","Sumter"
"61","01121",81437,36272,1170,64.6091766357422,28164.95703125,37.7235336303711,23.4974327087402,0.0100585501641035,-0.193128809332848,-0.265132248401642,-0.66336977481842,-0.27789306640625,2,68,127,11,349,35,254,49,199,13,342,1404.06420898438,"Alabama","Talladega"
"62","01123",41153,18502,687,103.67106628418,51784.5703125,13.8363418579102,83.024299621582,0.287773102521896,-0.203459843993187,0.204306215047836,0.236623242497444,0.131310671567917,1,86,317,74,571,49,1110,79,459,77,511,13.8363418579102,"Alabama","Tallapoosa"
"63","01125",200458,73483,3777,171.549774169922,91953.3984375,219.763641357422,14.2399797439575,0.770363807678223,-0.114397749304771,-0.33813801407814,1.76720142364502,0.521257340908051,3,89,39,93,26,63,123,29,233,91,31,4403.8427734375,"Alabama","Tuscaloosa"
"64","01127",65923,30568,1191,143.457931518555,96215.78125,299.098968505859,8.28147125244141,0.570641934871674,-0.080085776746273,-0.385127753019333,1.92961370944977,0.508760511875153,2,84,66,94,27,71,114,35,254,91,36,1724.09326171875,"Alabama","Walker"
"65","01129",16997,6939,197,0,20340.1015625,0,136.907333374023,-0.449287086725235,-0.209443971514702,0.629236459732056,-0.961525142192841,-0.24775493144989,1,1,1454,25,1624,1,1761.5,87,301,41,1274,NA,"Alabama","Washington"
"66","01131",11235,6586,183,0,13770.4921875,0,70.9839019775391,-0.449287086725235,-0.209443971514702,0.109353698790073,-1.21185111999512,-0.440307110548019,1,1,1454,13,1898,1,1761.5,76,520,18,1770,NA,"Alabama","Wilcox"
"67","01133",24130,11765,422,0,24478.673828125,0,17.0181045532227,-0.449287086725235,-0.209443971514702,-0.316229254007339,-0.803830504417419,-0.444697707891464,1,1,1454,33,1457,1,1761.5,61,856,18,1780,1694.72583007812,"Alabama","Winston"
"68","02013",3304,1485,53,0,13169.8115234375,0,0,-0.449287086725235,-0.209443971514702,-0.450436770915985,-1.23473918437958,-0.585976779460907,1,1,1454,12,1916,1,1761.5,1,1561,6,2043,NA,"Alaska","Aleutians East"
"69","02016",5684,1786,103,0,31844.66015625,195.968643188477,0,-0.449287086725235,-0.124688915908337,-0.450436770915985,-0.523159742355347,-0.38689312338829,1,1,1454,45,1205,75,540,1,1561,25,1639,195.968643188477,"Alaska","Aleutians West"
"70","02020",299107,64977,8206,159.064971923828,55340.84765625,1416.97778320312,27.073558807373,0.681601822376251,0.403388917446136,-0.236930340528488,0.372130334377289,0.305047690868378,4,83,23,53,61,97,4,15,110,74,34,63827.40625,"Alaska","Anchorage"
"71","02050",17776,9576,239,0,46694.5625,14674.5595703125,0,-0.449287086725235,6.13719940185547,-0.450436770915985,0.042675469070673,1.32003772258759,1,1,1454,68,711,100,8,1,1561,99,43,NA,"Alaska","Bethel"
"72","02060",970,202,74,0,54797.296875,0,0,-0.449287086725235,-0.209443971514702,-0.450436770915985,0.351419061422348,-0.189437195658684,1,1,1454,77,502,1,1761.5,1,1561,48,1131,589.401000976562,"Alaska","Bristol Bay"
"73","02068",2060,543,99,0,96626.265625,920.810302734375,0,-0.449287086725235,0.188799977302551,-0.450436770915985,1.94525456428528,0.308582663536072,1,1,1454,97,84,89,247,1,1561,86,303,920.810302734375,"Alaska","Denali"
"74","02070",4979,2204,93,0,78989.25,0,0,-0.449287086725235,-0.209443971514702,-0.450436770915985,1.27322030067444,0.0410131178796291,1,1,1454,92,183,1,1761.5,1,1561,70,650,NA,"Alaska","Dillingham"
"75","02090",99705,21990,2366,81.484130859375,57276.4140625,549.000061035156,4.6845383644104,0.130032792687416,0.0279946774244308,-0.413493752479553,0.445882439613342,0.047604039311409,2,73,107,57,168,83,67,33,263,54,182,35960.62890625,"Alaska","Fairbanks North Star"
"76","02100",2560,750,143,0,31419.580078125,0,0,-0.449287086725235,-0.209443971514702,-0.450436770915985,-0.539356827735901,-0.412131160497665,1,1,1454,44,1220,1,1761.5,1,1561,21,1707,16231.6162109375,"Alaska","Haines"
"77","02105",2128,752,76,0,40539.47265625,1662.23400878906,0,-0.449287086725235,0.509460508823395,-0.450436770915985,-0.191855788230896,-0.1455297768116,1,1,1454,60,882,93,163,1,1561,53,1021,NA,"",""
"78","02110",32531,5656,1112,0,46961.33203125,175.442001342773,0,-0.449287086725235,-0.133566543459892,-0.450436770915985,0.0528403595089912,-0.245112508535385,1,1,1454,68,701,74,564,1,1561,42,1263,83008.109375,"Alaska","Juneau"
"79","02122",57221,15193,2016,351.250183105469,95752.4765625,640.643920898438,0,2.04796242713928,0.0676300004124641,-0.450436770915985,1.91196012496948,0.894278943538666,2,96,18,93,29,86,57,1,337.5,97,13,55093.53515625,"Alaska","Kenai Peninsula"
"80","02130",13699,3374,586,0,46556.3125,1366.80383300781,0,-0.449287086725235,0.381689041852951,-0.450436770915985,0.0374076440930367,-0.120156794786453,1,1,1454,67,714,92,193,1,1561,56,957,45077.7890625,"Alaska","Ketchikan Gateway"
"81","02150",13973,4113,469,989.979553222656,84289.9765625,24.4745922088623,0,6.58907508850098,-0.198858886957169,-0.450436770915985,1.47519719600677,1.85374414920807,1,100,16,94,150,53,1016,1,1561,100,21,17372.650390625,"Alaska","Kodiak Island"
"82","02158",7914,5655,73,0,11164.3837890625,49.5137062072754,0,-0.449287086725235,-0.188029646873474,-0.450436770915985,-1.31115329265594,-0.599726676940918,1,1,1454,8,2004,60,871,1,1561,4,2078,49.5137062072754,"",""
"83","02164",1474,629,51,0,76392.15625,0,0,-0.449287086725235,-0.209443971514702,-0.450436770915985,1.17426156997681,0.0162734352052212,1,1,1454,91,205,1,1761.5,1,1561,68,691,NA,"Alaska","Lake and Peninsula"
"84","02170",96178,23586,2106,44.6997489929199,68381.296875,514.935363769531,36.0383262634277,-0.131489589810371,0.0132619375362992,-0.166232734918594,0.869018793106079,0.146139606833458,2,58,166,75,101,82,71,59,160,69,123,26407.525390625,"Alaska","Matanuska Susitna"
"85","02180",9854,5087,170,0,30164.705078125,1137.99865722656,0,-0.449287086725235,0.282732397317886,-0.450436770915985,-0.587172091007233,-0.301040887832642,1,1,1454,42,1258,90,223,1,1561,35,1415,5864.7666015625,"Alaska","Nome"
"86","02185",9667,2226,134,0,9231.34375,331.001800537109,0,-0.449287086725235,-0.0662880316376686,-0.450436770915985,-1.38480913639069,-0.587705254554749,1,1,1454,5,2064,81,424,1,1561,6,2046,331.001800537109,"Alaska","North Slope"
"87","02188",7732,3586,67,0,37701.4921875,1122.45568847656,0,-0.449287086725235,0.276010185480118,-0.450436770915985,-0.29999315738678,-0.230926707386971,1,1,1454,55,976,90,226,1,1561,43,1239,1122.45568847656,"Alaska","Northwest Arctic"
"88","02195",3221,823,174,0,53160.91796875,0,0,-0.449287086725235,-0.209443971514702,-0.450436770915985,0.289067089557648,-0.205025181174278,1,1,1454,76,537,1,1761.5,1,1561,46,1171,NA,"",""
"89","02198",6376,2236,143,0,37342.65625,69.3917694091797,0,-0.449287086725235,-0.179432511329651,-0.450436770915985,-0.313666105270386,-0.348205626010895,1,1,1454,55,987,64,790,1,1561,29,1551,69.3917694091797,"",""
"90","02220",8943,1904,364,0,38945.0546875,0,0,-0.449287086725235,-0.209443971514702,-0.450436770915985,-0.252608895301819,-0.340444177389145,1,1,1454,58,918,1,1761.5,1,1561,30,1529,24116.951171875,"Alaska","Sitka"
"91","02230",999,183,115,0,93365.21875,0,0,-0.449287086725235,-0.209443971514702,-0.450436770915985,1.82099688053131,0.177957266569138,1,1,1454,96,97,1,1761.5,1,1561,80,442,NA,"",""
"92","02232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alaska","Skagway Hoonah Angoon"
"93","02240",7029,2468,182,331.715148925781,43467.03125,0,0,1.90907621383667,-0.209443971514702,-0.450436770915985,-0.0803051888942719,0.292222559452057,1,97,80,64,790,1,1761.5,1,1561,86,315,NA,"Alaska","Southeast Fairbanks"
"94","02261",9617,2486,496,0,48689.515625,0,0,-0.449287086725235,-0.209443971514702,-0.450436770915985,0.118690423667431,-0.247619345784187,1,1,1454,70,660,1,1761.5,1,1561,42,1273,NA,"Alaska","Valdez Cordova"
"95","02275",2387,757,82,0,65560.9765625,0,0,-0.449287086725235,-0.209443971514702,-0.450436770915985,0.761554300785065,-0.086903378367424,1,1,1454,84,346,1,1761.5,1,1561,59,887,NA,"",""
"96","02280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alaska","Wrangell Petersburg"
"97","02282",643,197,26,0,31769.23046875,0,0,-0.449287086725235,-0.209443971514702,-0.450436770915985,-0.526033878326416,-0.408800423145294,1,1,1454,45,1208,1,1761.5,1,1561,22,1699,NA,"Alaska","Yakutat"
"98","02290",5644,2713,99,0,37858.5859375,3112.42163085938,0,-0.449287086725235,1.13665640354156,-0.450436770915985,-0.294007301330566,-0.0142686888575554,1,1,1454,56,966,97,80,1,1561,66,746,147.438262939453,"Alaska","Yukon Koyukuk"
"99","04001",72124,44746,433,0,33547.34375,303.412933349609,16.2419757843018,-0.449287086725235,-0.0782200172543526,-0.322349935770035,-0.458281278610229,-0.327034592628479,2,1,340.5,18,320,72,113,42,229,9,357,2813.93994140625,"Arizona","Apache"
"100","04003",129647,47527,2099,142.701766967773,37781.80078125,59.6581993103027,70.695068359375,0.565265893936157,-0.183642223477364,0.107075907289982,-0.296933114528656,0.047941617667675,3,82,62,13,286,32,223,80,68,41,194,11067.5263671875,"Arizona","Cochise"
"101","04005",136701,53258,3356,146.675750732422,44171.03515625,18.1118679046631,22.4372215270996,0.593519389629364,-0.201610714197159,-0.273493230342865,-0.0534800812602043,0.016233840957284,3,83,58,22,256,13,287,39,202,35,215,21038.197265625,"Arizona","Coconino"
"102","04007",53165,23378,978,232.427490234375,43882.4140625,19.5080852508545,61.1484794616699,1.20318031311035,-0.201006859540939,0.0317899733781815,-0.0644775927066803,0.242371454834938,2,92,34,34,258,26,292,76,96,77,91,5171.71630859375,"Arizona","Gila"
"103","04009",37407,14841,451,41.7014465332031,36379.15625,17.3333168029785,237.712692260742,-0.152806326746941,-0.201947435736656,1.42420375347137,-0.350378960371017,0.17976775765419,1,75,553,53,1024,51,1079,94,145,80,439,13420.927734375,"Arizona","Graham"
"104","04011",9023,3645,85,0,27811.765625,0,26.4389572143555,-0.449287086725235,-0.209443971514702,-0.241934910416603,-0.676827609539032,-0.394373387098312,1,1,1454,38,1340,1,1761.5,63,801,24,1657,1660.35559082031,"Arizona","Greenlee"
"105","04012",20335,10835,337,80.1618804931641,31510.38671875,0,55.7019805908203,0.120632112026215,-0.209443971514702,-0.0111619932577014,-0.535896718502045,-0.158967643976212,1,83,378,44,1216,1,1761.5,72,607,51,1060,6880.55615234375,"Arizona","La Paz"
"106","04013",4018143,1428653,83170,60.239429473877,48421.37890625,225.926528930664,59.8747711181641,-0.0210086200386286,-0.111732341349125,0.02174530364573,0.108473442494869,-0.000630553811788559,5,26,102,48,71,27,100,44,77,22,107,22726.396484375,"Arizona","Maricopa"
"107","04015",203362,88491,3543,18.89870262146,34069.71484375,6.97562456130981,12.7939109802246,-0.31492480635643,-0.206427052617073,-0.349541932344437,-0.438377052545547,-0.327317714691162,3,25,246,8,302,7,305,27,239,2,322,13411.990234375,"Arizona","Mohave"
"108","04017",107656,60583,1665,16.6348819732666,46019.8203125,880.371826171875,28.2876510620117,-0.331019669771194,0.171310618519783,-0.227355808019638,0.0169653426855803,-0.092524878680706,3,22,258,26,244,91,30,43,187,19,266,5105.2978515625,"Arizona","Navajo"
"109","04019",998537,390316,19062,71.3005752563477,45103.34765625,107.904190063477,52.2914581298828,0.0576317422091961,-0.162776172161102,-0.0380579233169556,-0.0179555919021368,-0.0402894876897335,5,32,93,37,87,7,127,34,90,15,116,14986.5634765625,"Arizona","Pima"
"110","04021",389772,145020,3206,29.6567230224609,46419.5234375,305.764190673828,15.9479875564575,-0.238439545035362,-0.0772031173110008,-0.324668377637863,0.0321954824030399,-0.152028888463974,4,18,106,30,90,57,56,3,125,11,114,16460.90625,"Arizona","Pinal"
